3.4855279842559e-09	0.181816326549542
6.348214312477e-09	0.259737609356491
1.0543278095736e-08	0.493501457777329
1.5784595403134e-08	0.701291545262528
2.4746894613649e-08	1.1168717202329
2.7452822263776e-08	1.32466180771809
2.8748584119093e-08	1.53245189520329
3.1526472800005e-08	1.71426822175284
3.3784661920661e-08	1.84413702643108
3.3397365679843e-08	2.31166472327278
3.0807797666509e-08	2.4934810498223
2.9081970250949e-08	2.72724489824315
2.6215463242448e-08	2.9090612247927
2.2051952780365e-08	3.09087755134233
1.8337038881742e-08	3.32464139976306
1.49003553875e-08	3.48048396537699
1.1696123661519e-08	3.71424781379772
8.7671374189898e-09	3.89606414034745
5.2787820578488e-09	4.12982798876818
2.7046217294216e-09	4.57138192467414
1.537253970469e-09	5.06488338245171
9.805243176787e-10	5.61033236210028
7.6966846591575e-10	6.12980758081305
6.2541906284095e-10	6.57136151671932
5.2005977823915e-10	7.09083673543209
4.742358073645e-10	8.05186589005112
4.0822405368734e-10	9.11679008841277
3.4737253178462e-10	10.1297667649031
2.1403565348247e-10	12.129746356948
9.5e-11	16.0517842582312
